index,title_x,media type,show/trilogy,season,episode number,runtime,date watched,my rating,id,show_id,title_y,show_name,release_date,tmdb_rating,processed_rating,cast,actors,genres,character_names,overview,ai_plot_summary,manual_review
243,Wings of the Master,TV,Rebels,2,7,0:24:00,,,1135848.0,60554.0,Stealth Strike,Star Wars Rebels,2015-11-25,8.0,4.0,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'David Oyelowo', 'character': 'Agent Kallus (voice)', 'gender': 'Male'}, {'name': 'Derek Partridge', 'character': 'Admiral Brom Titus (voice)', 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Rex / Rebel Pilot / Imperial Weapons Technician #1 (voice)', 'gender': 'Male'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'David Oyelowo', 'Derek Partridge', 'Dee Bradley Baker', 'Keone Young']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Agent Kallus (voice)', 'Admiral Brom Titus (voice)', 'Rex / Rebel Pilot / Imperial Weapons Technician #1 (voice)', 'Commander Jun Sato (voice)']","A new Imperial ship captures Ezra, Commander Sato, and his crew, forcing Kanan and the clone to go undercover as stormtroopers to free the rebels.",,
244,Blood Sisters,TV,Rebels,2,8,0:24:00,,,1142189.0,60554.0,The Future of the Force,Star Wars Rebels,2015-12-02,8.3,4.15,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 'Female'}, {'name': 'Sarah Michelle Gellar', 'character': 'Seventh Sister (Voice)', 'gender': 'Female'}, {'name': 'Grey DeLisle', 'character': 'Darja / Oora (voice)', 'gender': 'Female'}, {'name': 'Dee Bradley Baker', 'character': 'Pipey (voice)', 'gender': 'Male'}, {'name': 'Philip Anthony-Rodriguez', 'character': 'Fifth Brother (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Ashley Eckstein', 'Sarah Michelle Gellar', 'Grey DeLisle', 'Dee Bradley Baker', 'Philip Anthony-Rodriguez']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Ahsoka Tano (voice)', 'Seventh Sister (Voice)', 'Darja / Oora (voice)', 'Pipey (voice)', 'Fifth Brother (voice)']","The rebels learn that the Inquisitors are seeking out Force-sensitive children, and they work together to protect the young ones from the Inquisitors' pursuit.",,
245,Stealth Strike,TV,Rebels,2,9,0:24:00,,,1145354.0,60554.0,Legacy,Star Wars Rebels,2015-12-09,7.7,3.85,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'David Oyelowo', 'character': 'Agent Kallus (voice)', 'gender': 'Male'}, {'name': 'Sarah Michelle Gellar', 'character': 'Seventh Sister (Voice)', 'gender': 'Female'}, {'name': 'Dee Bradley Baker', 'character': 'Admiral Konstantine / Rex / Ephraim Bridger (voice)', 'gender': 'Male'}, {'name': 'Philip Anthony-Rodriguez', 'character': 'Fifth Brother / Rebel Trooper / Phoenix Squadron Pilot (voice)', 'gender': 'Male'}, {'name': 'Clancy Brown', 'character': 'Ryder Azadi (voice)', 'gender': 'Male'}, {'name': 'Kath Soucie', 'character': 'Mira Bridger (voice)', 'gender': 'Female'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'David Oyelowo', 'Sarah Michelle Gellar', 'Dee Bradley Baker', 'Philip Anthony-Rodriguez', 'Clancy Brown', 'Kath Soucie', 'Keone Young']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Agent Kallus (voice)', 'Seventh Sister (Voice)', 'Admiral Konstantine / Rex / Ephraim Bridger (voice)', 'Fifth Brother / Rebel Trooper / Phoenix Squadron Pilot (voice)', 'Ryder Azadi (voice)', 'Mira Bridger (voice)', 'Commander Jun Sato (voice)']","As the Empire attacks the rebel fleet on Garel, Kanan, and Ezra return to Lothal and find a former prisoner with knowledge about Ezra's parents.",,
246,The Future of The Force,TV,Rebels,2,10,0:24:00,,,1158129.0,60554.0,A Princess on Lothal,Star Wars Rebels,2016-01-20,8.0,4.0,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': ""Liam O'Brien"", 'character': 'Lt. Lyste / Stormtrooper Squad Leader (voice)', 'gender': 'Male'}, {'name': 'Julie Dolan', 'character': 'Princess Leia Organa (voice)', 'gender': 'Female'}, {'name': 'Matthew Wood', 'character': 'Rebel Pilot (voice)', 'gender': 'Male'}, {'name': 'Clancy Brown', 'character': 'Ryder Azadi / Imperial Officer / Stormtrooper #2 (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', ""Liam O'Brien"", 'Julie Dolan', 'Matthew Wood', 'Clancy Brown']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Lt. Lyste / Stormtrooper Squad Leader (voice)', 'Princess Leia Organa (voice)', 'Rebel Pilot (voice)', 'Ryder Azadi / Imperial Officer / Stormtrooper #2 (voice)']","During the early rebellion against the rule of the Galactic Empire, Princess Leia Organa of Alderaan is sent to the planet Lothal on a mission to provide ships for the rebel fleet. When the Empire initiates a lockdown, her plan is thrown into jeopardy",,
247,Legacy,TV,Rebels,2,11,0:24:00,,,1161488.0,60554.0,The Protector of Concord Dawn,Star Wars Rebels,2016-01-27,7.7,3.85,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Kevin McKidd', 'character': 'Fenn Rau (voice)', 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Rex / Imperial Officer / Wingman #2 (voice)', 'gender': 'Male'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Kevin McKidd', 'Dee Bradley Baker', 'Keone Young']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Fenn Rau (voice)', 'Rex / Imperial Officer / Wingman #2 (voice)', 'Commander Jun Sato (voice)']","In need of new hyperspace routes due to Imperial pressure, the rebels find a shortcut but must first gain permission to use it.",,
248,A Princess on Lothal,TV,Rebels,2,12,0:24:00,,,1162960.0,60554.0,Legends of the Lasat,Star Wars Rebels,2016-02-03,7.7,3.85,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'David Oyelowo', 'character': 'Agent Kallus (voice)', 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Admiral Konstantine (voice)', 'gender': 'Male'}, {'name': 'Grey DeLisle', 'character': 'Chava (voice)', 'gender': 'Female'}, {'name': 'Gary Anthony Williams', 'character': 'Gron / Stormtrooper #2 / Stormtrooper Commander #1 (voice)', 'gender': 'Male'}, {'name': 'Jim Cummings', 'character': 'Hondo Ohnaka (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'David Oyelowo', 'Dee Bradley Baker', 'Grey DeLisle', 'Gary Anthony Williams', 'Jim Cummings']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Agent Kallus (voice)', 'Admiral Konstantine (voice)', 'Chava (voice)', 'Gron / Stormtrooper #2 / Stormtrooper Commander #1 (voice)', 'Hondo Ohnaka (voice)']","When the crew of the Ghost agrees to help two refugees who are revealed to be surviving Lasat, Zeb must come to terms with his past to help his people reach their new home.",,
249,The Protector of Concord Dawn,TV,Rebels,2,13,0:24:00,,,1164926.0,60554.0,The Call,Star Wars Rebels,2016-02-10,7.5,3.75,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Fred Tatasciore', 'character': 'Boss Yushyn / Mining Guild Guard (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Fred Tatasciore']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Boss Yushyn / Mining Guild Guard (voice)']","While on a mission to obtain fuel for the rebel fleet, the crew works to protect space creatures from the Mining Guild asteroid mining operation that threatens the creatures' lives.",,
250,Legends of the Lasat,TV,Rebels,2,14,0:24:00,,,1166342.0,60554.0,Homecoming,Star Wars Rebels,2016-02-17,7.5,3.75,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Robin Atkin Downes', 'character': 'Cham Syndulla / Rebel Captain / Imperial Officer #2 (voice)', 'gender': 'Male'}, {'name': 'Catherine Taber', 'character': 'Numa / Phoenix Two (voice)', 'gender': 'Female'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Robin Atkin Downes', 'Catherine Taber', 'Keone Young']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Cham Syndulla / Rebel Captain / Imperial Officer #2 (voice)', 'Numa / Phoenix Two (voice)', 'Commander Jun Sato (voice)']","The rebels contact freedom fighter Cham Syndulla, who needs help to fight off the Imperial bombing attack on his planet. While coordinating a plan to overtake and steal the carrier that houses these Imperial bombers, the rebels discover that Cham may have a plan of his own.",,
251,The Call,TV,Rebels,2,15,0:24:00,,,1167094.0,60554.0,The Honorable Ones,Star Wars Rebels,2016-02-24,7.9,3.95,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'David Oyelowo', 'character': 'Agent Kallus (voice)', 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Admiral Konstantine / Rex (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'David Oyelowo', 'Dee Bradley Baker']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Agent Kallus (voice)', 'Admiral Konstantine / Rex (voice)']","Zeb and Agent Kallus find themselves stranded on an ice planet after a failed Imperial ambush of the rebels. With Kallus injured from the escape pod crash, he and Zeb must work together to survive the harsh conditions.",,
252,Homecoming,TV,Rebels,2,16,0:24:00,,,1173281.0,60554.0,Shroud of Darkness,Star Wars Rebels,2016-03-02,8.5,4.25,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 'Female'}, {'name': 'Jason Isaacs', 'character': 'Sentinel (voice)', 'gender': 'Male'}, {'name': 'Sarah Michelle Gellar', 'character': 'Seventh Sister (Voice)', 'gender': 'Female'}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 'Male'}, {'name': 'James Earl Jones', 'character': 'Anakin Skywalker (voice)', 'gender': 'Male'}, {'name': 'Philip Anthony-Rodriguez', 'character': 'Fifth Brother (voice)', 'gender': 'Male'}, {'name': 'Frank Oz', 'character': 'Yoda (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Ashley Eckstein', 'Jason Isaacs', 'Sarah Michelle Gellar', 'Matt Lanter', 'James Earl Jones', 'Philip Anthony-Rodriguez', 'Frank Oz']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Ahsoka Tano (voice)', 'Sentinel (voice)', 'Seventh Sister (Voice)', 'Anakin Skywalker (voice)', 'Anakin Skywalker (voice)', 'Fifth Brother (voice)', 'Yoda (voice)']","Kanan, Ezra, and Ahsoka return to the Jedi Temple on Lothal, seeking answers from Yoda about the Inquisitors’ ability to continually track the rebels.",,
253,The Honorable Ones,TV,Rebels,2,17,0:24:00,,,1174483.0,60554.0,The Forgotten Droid,Star Wars Rebels,2016-03-16,7.1,3.55,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Admiral Konstantine / Rex / Ugnaught Shopkeeper (voice)', 'gender': 'Male'}, {'name': 'Stephen Stanton', 'character': 'AP-5 / Stormtrooper #1 / Stormtrooper #3 (voice)', 'gender': 'Male'}, {'name': 'Gina Torres', 'character': 'Ketsu Onyo (voice)', 'gender': 'Female'}, {'name': 'James Adomian', 'character': 'Imperial Captain (voice)', 'gender': 'Male'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Dee Bradley Baker', 'Stephen Stanton', 'Gina Torres', 'James Adomian', 'Keone Young']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Admiral Konstantine / Rex / Ugnaught Shopkeeper (voice)', 'AP-5 / Stormtrooper #1 / Stormtrooper #3 (voice)', 'Ketsu Onyo (voice)', 'Imperial Captain (voice)', 'Commander Jun Sato (voice)']","When Chopper gets left behind at an Imperial outpost, he forms an unlikely friendship with an Imperial droid, and discovers a base location for the rebels.",,
254,Shroud of Darkness,TV,Rebels,2,18,0:24:00,,,1174484.0,60554.0,The Mystery of Chopper Base,Star Wars Rebels,2016-03-23,7.4,3.7,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano / Deiser (voice)', 'gender': 'Female'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Rex (voice)', 'gender': 'Male'}, {'name': 'Stephen Stanton', 'character': 'AP-5 (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Ashley Eckstein', 'Keone Young', 'Dee Bradley Baker', 'Stephen Stanton']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Ahsoka Tano / Deiser (voice)', 'Commander Jun Sato (voice)', 'Rex (voice)', 'AP-5 (voice)']","Kanan, Ezra, and Ahsoka prepare to depart to unravel Vader’s secret, while the rebels find a way to fend off the predatory creatures that occupy the planet.",,
255,The Forgotten Droid,TV,Rebels,2,19,0:24:00,,,1183161.0,60554.0,Twilight of the Apprentice,Star Wars Rebels,2016-03-30,9.1,4.55,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 'Female'}, {'name': 'Sam Witwer', 'character': 'Maul (voice)', 'gender': 'Male'}, {'name': 'Sarah Michelle Gellar', 'character': 'Seventh Sister (Voice)', 'gender': 'Female'}, {'name': 'James Earl Jones', 'character': 'Darth Vader (voice)', 'gender': 'Male'}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 'Male'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Rex (voice)', 'gender': 'Male'}, {'name': 'Robbie Daymond', 'character': 'Eighth Brother (voice)', 'gender': 'Male'}, {'name': 'Stephen Stanton', 'character': 'AP-5 (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Ashley Eckstein', 'Sam Witwer', 'Sarah Michelle Gellar', 'James Earl Jones', 'Matt Lanter', 'Keone Young', 'Dee Bradley Baker', 'Robbie Daymond', 'Stephen Stanton']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Ahsoka Tano (voice)', 'Maul (voice)', 'Seventh Sister (Voice)', 'Darth Vader (voice)', 'Anakin Skywalker (voice)', 'Commander Jun Sato (voice)', 'Rex (voice)', 'Eighth Brother (voice)', 'AP-5 (voice)']","After gaining information about the Sith, Kanan, Ezra, and Ahsoka battle the Inquisitors with the help of a new ally, but are overmatched when Vader arrives.",,
256,The Mystery of Chopper Base,TV,Rebels,2,20,0:24:00,,,,60554.0,Star Wars Rebels,,,7.739,3.8695,[],[],"['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']",[],No overview available,,needs review
257,Twilight of the Apprentice: Part 1,TV,Rebels,2,21,0:24:00,,,,60554.0,Star Wars Rebels,,,7.739,3.8695,[],[],"['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']",[],No overview available,,needs review
258,Twilight of the Apprentice: Part 2,TV,Rebels,2,22,0:24:00,,,,60554.0,Star Wars Rebels,,,7.739,3.8695,[],[],"['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']",[],No overview available,,needs review
